course_id,component,instance_url_id,instance_id,instance_section_num,keyword,document_frequency
2, mod_longpage,120, 1, 1,realen Problems gewonnen,7.0
2, mod_longpage,120, 1, 1,1.1 dargestellt,6.0
2, mod_longpage,120, 1, 1,1.1 jeweils,6.0
2, mod_longpage,120, 1, 1,= schwierig,6.0
2, mod_longpage,120, 1, 1,Entwicklung kostengünstiger Anwendungsprogramme,6.0
2, mod_longpage,120, 1, 1,Programm,6.0
2, mod_longpage,120, 1, 1,Programme,6.0
2, mod_longpage,120, 1, 1,Programmen,6.0
2, mod_longpage,120, 1, 1,Rechnernetze vonnöten,6.0
2, mod_longpage,120, 1, 1,nebenstehendem Zeichen gekennzeichnet,6.0
2, mod_longpage,120, 1, 1,sogenannte Schnittstelle dargestellt,6.0
2, mod_longpage,120, 1, 1,verschiedene Faktoren ermöglicht,6.0
2, mod_longpage,120, 1, 1,Bereiche Datenbanken,5.0
2, mod_longpage,120, 1, 1,Bereichen Bildung,5.0
2, mod_longpage,120, 1, 1,Computersystem besteht,5.0
2, mod_longpage,120, 1, 1,Kräften Englisch lernen.6,5.0
2, mod_longpage,120, 1, 1,Problems entwickelt,5.0
2, mod_longpage,120, 1, 1,Rechnernetze,5.0
2, mod_longpage,120, 1, 1,Rechnernetzen,5.0
2, mod_longpage,120, 1, 1,Service besteht,5.0
2, mod_longpage,120, 1, 1,Software entwickelt,5.0
2, mod_longpage,120, 1, 1,allgemeiner Form beschreiben,5.0
2, mod_longpage,120, 1, 1,direkt sichtbar,5.0
2, mod_longpage,120, 1, 1,drahtloser Kommunikation,5.0
2, mod_longpage,120, 1, 1,komplexen technischen Details,5.0
2, mod_longpage,120, 1, 1,nächsten Kapiteln finden,5.0
2, mod_longpage,120, 1, 1,verschiedenen Stellen Links,5.0
2, mod_longpage,120, 1, 1,vorhandenes Netzwerk anschließt,5.0
2, mod_longpage,120, 1, 1,ähnliche Entwicklung vollzogen,5.0
2, mod_longpage,120, 1, 1,1.1,4.0
2, mod_longpage,120, 1, 1,Algorithmus entsteht,4.0
2, mod_longpage,120, 1, 1,Aufgaben vorstellen,4.0
2, mod_longpage,120, 1, 1,Benutzerschnittstelle gesteuert,4.0
2, mod_longpage,120, 1, 1,Bereichen,4.0
2, mod_longpage,120, 1, 1,Ein-/Ausgabegeräten besteht,4.0
2, mod_longpage,120, 1, 1,Englisch verfügbar,4.0
2, mod_longpage,120, 1, 1,Kapiteln finden,4.0
2, mod_longpage,120, 1, 1,Kommunikation,4.0
2, mod_longpage,120, 1, 1,Lösung,4.0
2, mod_longpage,120, 1, 1,Lösungen,4.0
2, mod_longpage,120, 1, 1,Menschen lesbaren Programmtext,4.0
2, mod_longpage,120, 1, 1,Netzwerken zusammenschalten,4.0
2, mod_longpage,120, 1, 1,Netzwerks festgelegt,4.0
2, mod_longpage,120, 1, 1,Objektorientierte Programmierung vermittelt,4.0
2, mod_longpage,120, 1, 1,Platz steht,4.0
2, mod_longpage,120, 1, 1,Schnittstelle definiert,4.0
2, mod_longpage,120, 1, 1,Schnittstelle erhalten,4.0
2, mod_longpage,120, 1, 1,Schwierigkeitsgrad angibt,4.0
2, mod_longpage,120, 1, 1,Software Engineering,4.0
2, mod_longpage,120, 1, 1,algorithmische Techniken entstanden,4.0
2, mod_longpage,120, 1, 1,behandelten Stoff,4.0
2, mod_longpage,120, 1, 1,detaillierte Kenntnisse,4.0
2, mod_longpage,120, 1, 1,direkt,4.0
2, mod_longpage,120, 1, 1,geben worum,4.0
2, mod_longpage,120, 1, 1,imperative Programmierung gelehrt,4.0
2, mod_longpage,120, 1, 1,kennen,4.0
2, mod_longpage,120, 1, 1,realen Welt,4.0
2, mod_longpage,120, 1, 1,schwierige Prozess,4.0
2, mod_longpage,120, 1, 1,solide Kenntnisse,4.0
2, mod_longpage,120, 1, 1,späteren Studium vertiefen,4.0
2, mod_longpage,120, 1, 1,wesentliche Prinzipien,4.0
2, mod_longpage,120, 1, 1,=,3.0
2, mod_longpage,120, 1, 1,Anwendungsprogramm nutzen,3.0
2, mod_longpage,120, 1, 1,Anwendungsprogrammierer fest,3.0
2, mod_longpage,120, 1, 1,Aufgabe,3.0
2, mod_longpage,120, 1, 1,Einfaches Schichtenmodell,3.0
2, mod_longpage,120, 1, 1,Einzelnen zugänglichen Informationsraum,3.0
2, mod_longpage,120, 1, 1,Englisch,3.0
2, mod_longpage,120, 1, 1,Entwicklung,3.0
2, mod_longpage,120, 1, 1,Freizeit Einzug gehalten,3.0
2, mod_longpage,120, 1, 1,Gemischanreicherung sorgfältig einstellen,3.0
2, mod_longpage,120, 1, 1,Hardware-Plattform aufgebaut,3.0
2, mod_longpage,120, 1, 1,Hilfsmittel benutzen,3.0
2, mod_longpage,120, 1, 1,Installationshinweise stehen,3.0
2, mod_longpage,120, 1, 1,Instruction set architecture,3.0
2, mod_longpage,120, 1, 1,Kenntnisse,3.0
2, mod_longpage,120, 1, 1,Linux entschieden,3.0
2, mod_longpage,120, 1, 1,Möglichkeiten eröffnen,3.0
2, mod_longpage,120, 1, 1,Pflichtenheft aufbauen,3.0
2, mod_longpage,120, 1, 1,Problem,3.0
2, mod_longpage,120, 1, 1,Programmierschnittstelle,3.0
2, mod_longpage,120, 1, 1,Prozessoren Speichern,3.0
2, mod_longpage,120, 1, 1,Rahmen umfassend behandelt,3.0
2, mod_longpage,120, 1, 1,Rechner nachvollziehbar,3.0
2, mod_longpage,120, 1, 1,Software,3.0
2, mod_longpage,120, 1, 1,Spielprogramm benutzen,3.0
2, mod_longpage,120, 1, 1,Stoff,3.0
2, mod_longpage,120, 1, 1,Stoffs,3.0
2, mod_longpage,120, 1, 1,Text-Editor verwendet,3.0
2, mod_longpage,120, 1, 1,Weise erweitert,3.0
2, mod_longpage,120, 1, 1,World Wide Web,3.0
2, mod_longpage,120, 1, 1,allgemeinem Interesse,3.0
2, mod_longpage,120, 1, 1,anderer Systemsoftware4 mitarbeitet,3.0
2, mod_longpage,120, 1, 1,beschäftigen,3.0
2, mod_longpage,120, 1, 1,deutschen Begriffen aufgeführt,3.0
2, mod_longpage,120, 1, 1,einfachen PCs,3.0
2, mod_longpage,120, 1, 1,elektronischen Motormanagementsystemen abgenommen,3.0
2, mod_longpage,120, 1, 1,ermöglicht,3.0
2, mod_longpage,120, 1, 1,formale Problemspezifikation vorliegt,3.0
2, mod_longpage,120, 1, 1,geben,3.0
2, mod_longpage,120, 1, 1,gemeinsame Datenbestände erlauben,3.0
2, mod_longpage,120, 1, 1,grundlegende Hardwarekenntnisse erforderlich,3.0
2, mod_longpage,120, 1, 1,interne Struktur,3.0
2, mod_longpage,120, 1, 1,internen Abläufe,3.0
2, mod_longpage,120, 1, 1,kontrollierter Weise,3.0
2, mod_longpage,120, 1, 1,nachdrücklich ermutigt,3.0
2, mod_longpage,120, 1, 1,netzbasierten Anwendungen,3.0
2, mod_longpage,120, 1, 1,neues Verzeichnis anzulegen,3.0
2, mod_longpage,120, 1, 1,privat intensiv,3.0
2, mod_longpage,120, 1, 1,relevante Stellen,3.0
2, mod_longpage,120, 1, 1,scharf gegeneinander abgrenzen,3.0
2, mod_longpage,120, 1, 1,schwierig,3.0
2, mod_longpage,120, 1, 1,starten,3.0
2, mod_longpage,120, 1, 1,vereinfachtes Schichtenmodell,3.0
2, mod_longpage,120, 1, 1,wesentliche Voraussetzung,3.0
2, mod_longpage,120, 1, 1,1980er,2.0
2, mod_longpage,120, 1, 1,Algorithmus,2.0
2, mod_longpage,120, 1, 1,Anwendungen,2.0
2, mod_longpage,120, 1, 1,Anwendungsprogrammen,2.0
2, mod_longpage,120, 1, 1,Anwendungsprogrammierer,2.0
2, mod_longpage,120, 1, 1,Beispiele,2.0
2, mod_longpage,120, 1, 1,Beispielsweise legt,2.0
2, mod_longpage,120, 1, 1,Benutzerschnittstelle,2.0
2, mod_longpage,120, 1, 1,Berufsgruppen ausmachen,2.0
2, mod_longpage,120, 1, 1,CPU Speicher,2.0
2, mod_longpage,120, 1, 1,Computersystems,2.0
2, mod_longpage,120, 1, 1,Dienste,2.0
2, mod_longpage,120, 1, 1,Diensten,2.0
2, mod_longpage,120, 1, 1,Effizienz geprüft,2.0
2, mod_longpage,120, 1, 1,Form,2.0
2, mod_longpage,120, 1, 1,Grund,2.0
2, mod_longpage,120, 1, 1,Grundtatsachen nahezubringen,2.0
2, mod_longpage,120, 1, 1,ISA,2.0
2, mod_longpage,120, 1, 1,Inhalt,2.0
2, mod_longpage,120, 1, 1,Instruktionen,2.0
2, mod_longpage,120, 1, 1,Internet hingewiesen,2.0
2, mod_longpage,120, 1, 1,Interoperabilität erschließen,2.0
2, mod_longpage,120, 1, 1,Linux,2.0
2, mod_longpage,120, 1, 1,Möglichkeit,2.0
2, mod_longpage,120, 1, 1,Operationen,2.0
2, mod_longpage,120, 1, 1,PC arbeitet,2.0
2, mod_longpage,120, 1, 1,Performanzprobleme beheben,2.0
2, mod_longpage,120, 1, 1,Platz,2.0
2, mod_longpage,120, 1, 1,Prinzipien,2.0
2, mod_longpage,120, 1, 1,Programmtexten,2.0
2, mod_longpage,120, 1, 1,Prozessor,2.0
2, mod_longpage,120, 1, 1,Rechnerhardware,2.0
2, mod_longpage,120, 1, 1,Rechnerhardware besitzen,2.0
2, mod_longpage,120, 1, 1,Rechners,2.0
2, mod_longpage,120, 1, 1,Schließlich,2.0
2, mod_longpage,120, 1, 1,Service,2.0
2, mod_longpage,120, 1, 1,Shell Compiler,2.0
2, mod_longpage,120, 1, 1,Stark vereinfacht,2.0
2, mod_longpage,120, 1, 1,Studiengang belegen,2.0
2, mod_longpage,120, 1, 1,Verfügung gestellt,2.0
2, mod_longpage,120, 1, 1,Wissenschaft angesiedelt,2.0
2, mod_longpage,120, 1, 1,auftreten,2.0
2, mod_longpage,120, 1, 1,ausgeführt,2.0
2, mod_longpage,120, 1, 1,bildet,2.0
2, mod_longpage,120, 1, 1,ca. 2000,2.0
2, mod_longpage,120, 1, 1,einfacher,2.0
2, mod_longpage,120, 1, 1,einschlägige Fachvokabeln,2.0
2, mod_longpage,120, 1, 1,entsprechenden Anzahl,2.0
2, mod_longpage,120, 1, 1,gelegentlich,2.0
2, mod_longpage,120, 1, 1,gleicher Gesamtleistung,2.0
2, mod_longpage,120, 1, 1,jeweils,2.0
2, mod_longpage,120, 1, 1,kombinatorische Algorithmen,2.0
2, mod_longpage,120, 1, 1,lassen,2.0
2, mod_longpage,120, 1, 1,mathematisches Rüstzeug,2.0
2, mod_longpage,120, 1, 1,mobilen Geräte,2.0
2, mod_longpage,120, 1, 1,nachdrücklich,2.0
2, mod_longpage,120, 1, 1,paar Vorbemerkungen,2.0
2, mod_longpage,120, 1, 1,rasante Verbreitung,2.0
2, mod_longpage,120, 1, 1,schließlich,2.0
2, mod_longpage,120, 1, 1,spezielle Kommandos,2.0
2, mod_longpage,120, 1, 1,steuern,2.0
2, mod_longpage,120, 1, 1,unscharfe Beschreibung,2.0
2, mod_longpage,120, 1, 1,vertiefen,2.0
2, mod_longpage,120, 1, 1,wichtige Problembereiche,2.0
2, mod_longpage,120, 1, 1,1][2][3][4][5][6,1.0
2, mod_longpage,120, 1, 1,Abstraktion,1.0
2, mod_longpage,120, 1, 1,Abteilung,1.0
2, mod_longpage,120, 1, 1,Abteilungsrechner,1.0
2, mod_longpage,120, 1, 1,Administrator,1.0
2, mod_longpage,120, 1, 1,Anfang,1.0
2, mod_longpage,120, 1, 1,Anschließend,1.0
2, mod_longpage,120, 1, 1,Anwender,1.0
2, mod_longpage,120, 1, 1,Anwendungsprogrammen2,1.0
2, mod_longpage,120, 1, 1,Anwendungssoftware,1.0
2, mod_longpage,120, 1, 1,Ausführung,1.0
2, mod_longpage,120, 1, 1,Benutzerschnittstell,1.0
2, mod_longpage,120, 1, 1,Benutzerschnittstelle3,1.0
2, mod_longpage,120, 1, 1,Benötigt,1.0
2, mod_longpage,120, 1, 1,Berufswelt,1.0
2, mod_longpage,120, 1, 1,Berührung,1.0
2, mod_longpage,120, 1, 1,Betriebe,1.0
2, mod_longpage,120, 1, 1,Bevor,1.0
2, mod_longpage,120, 1, 1,Client-Server-Betrieb,1.0
2, mod_longpage,120, 1, 1,Computerlösung,1.0
2, mod_longpage,120, 1, 1,D.h,1.0
2, mod_longpage,120, 1, 1,Datei,1.0
2, mod_longpage,120, 1, 1,Dialog,1.0
2, mod_longpage,120, 1, 1,Dokumentation,1.0
2, mod_longpage,120, 1, 1,E-Mail-Programme,1.0
2, mod_longpage,120, 1, 1,Editieren,1.0
2, mod_longpage,120, 1, 1,Editor,1.0
2, mod_longpage,120, 1, 1,Ein-/Ausgabegeräte,1.0
2, mod_longpage,120, 1, 1,Einübung,1.0
2, mod_longpage,120, 1, 1,Entstehung,1.0
2, mod_longpage,120, 1, 1,Ergänzung,1.0
2, mod_longpage,120, 1, 1,Fachsprache,1.0
2, mod_longpage,120, 1, 1,Fahrer,1.0
2, mod_longpage,120, 1, 1,Felder,1.0
2, mod_longpage,120, 1, 1,Festspeicher,1.0
2, mod_longpage,120, 1, 1,Flexibilität,1.0
2, mod_longpage,120, 1, 1,Funktion,1.0
2, mod_longpage,120, 1, 1,Gesamtkontext,1.0
2, mod_longpage,120, 1, 1,Gruppen,1.0
2, mod_longpage,120, 1, 1,Handbücher,1.0
2, mod_longpage,120, 1, 1,Hauptspeicherbausteine,1.0
2, mod_longpage,120, 1, 1,Hause,1.0
2, mod_longpage,120, 1, 1,Hilfetexte,1.0
2, mod_longpage,120, 1, 1,Hinweise,1.0
2, mod_longpage,120, 1, 1,Informationen,1.0
2, mod_longpage,120, 1, 1,Java,1.0
2, mod_longpage,120, 1, 1,Kapitelende,1.0
2, mod_longpage,120, 1, 1,Klammern,1.0
2, mod_longpage,120, 1, 1,Konfiguration,1.0
2, mod_longpage,120, 1, 1,Konzept,1.0
2, mod_longpage,120, 1, 1,Korrektheit,1.0
2, mod_longpage,120, 1, 1,Kraftfahrzeugen,1.0
2, mod_longpage,120, 1, 1,Lage,1.0
2, mod_longpage,120, 1, 1,Laufe,1.0
2, mod_longpage,120, 1, 1,Lernerfolg,1.0
2, mod_longpage,120, 1, 1,Lesen,1.0
2, mod_longpage,120, 1, 1,Leser,1.0
2, mod_longpage,120, 1, 1,Letzt,1.0
2, mod_longpage,120, 1, 1,Maschine,1.0
2, mod_longpage,120, 1, 1,Maschinenbefehlen,1.0
2, mod_longpage,120, 1, 1,Maschinenprogramme,1.0
2, mod_longpage,120, 1, 1,Maschinensprache,1.0
2, mod_longpage,120, 1, 1,Maus,1.0
2, mod_longpage,120, 1, 1,Mitarbeitern,1.0
2, mod_longpage,120, 1, 1,Netz,1.0
2, mod_longpage,120, 1, 1,Oldtimer,1.0
2, mod_longpage,120, 1, 1,PC)1,1.0
2, mod_longpage,120, 1, 1,Pascal,1.0
2, mod_longpage,120, 1, 1,Person,1.0
2, mod_longpage,120, 1, 1,Personalcomputers,1.0
2, mod_longpage,120, 1, 1,Praxis,1.0
2, mod_longpage,120, 1, 1,Programmierschnittstellen,1.0
2, mod_longpage,120, 1, 1,Protokolle,1.0
2, mod_longpage,120, 1, 1,QR-Codes,1.0
2, mod_longpage,120, 1, 1,Reihe,1.0
2, mod_longpage,120, 1, 1,Rollen,1.0
2, mod_longpage,120, 1, 1,Schnittstellen,1.0
2, mod_longpage,120, 1, 1,Selbstkontrolle,1.0
2, mod_longpage,120, 1, 1,Services,1.0
2, mod_longpage,120, 1, 1,Sicherheit,1.0
2, mod_longpage,120, 1, 1,Super-User,1.0
2, mod_longpage,120, 1, 1,Systemadministrator,1.0
2, mod_longpage,120, 1, 1,Systemprogrammen,1.0
2, mod_longpage,120, 1, 1,Tastatur,1.0
2, mod_longpage,120, 1, 1,Terminals,1.0
2, mod_longpage,120, 1, 1,Textverarbeitungssystem,1.0
2, mod_longpage,120, 1, 1,Themen,1.0
2, mod_longpage,120, 1, 1,Tragen,1.0
2, mod_longpage,120, 1, 1,Umgang,1.0
2, mod_longpage,120, 1, 1,Unabhängigkeit,1.0
2, mod_longpage,120, 1, 1,Vermittler,1.0
2, mod_longpage,120, 1, 1,Wartung,1.0
2, mod_longpage,120, 1, 1,Web-Browser,1.0
2, mod_longpage,120, 1, 1,Weiterentwicklung,1.0
2, mod_longpage,120, 1, 1,Ziel,1.0
2, mod_longpage,120, 1, 1,Zugriff,1.0
2, mod_longpage,120, 1, 1,Zündzeitpunkt,1.0
2, mod_longpage,120, 1, 1,bearbeiten,1.0
2, mod_longpage,120, 1, 1,bedient,1.0
2, mod_longpage,120, 1, 1,befassen,1.0
2, mod_longpage,120, 1, 1,begünstigt,1.0
2, mod_longpage,120, 1, 1,braucht,1.0
2, mod_longpage,120, 1, 1,dienen,1.0
2, mod_longpage,120, 1, 1,empfehlen,1.0
2, mod_longpage,120, 1, 1,ergänzen,1.0
2, mod_longpage,120, 1, 1,erklärt,1.0
2, mod_longpage,120, 1, 1,erschwinglich,1.0
2, mod_longpage,120, 1, 1,gehören,1.0
2, mod_longpage,120, 1, 1,geringen,1.0
2, mod_longpage,120, 1, 1,geschieht,1.0
2, mod_longpage,120, 1, 1,identifiziert,1.0
2, mod_longpage,120, 1, 1,interagieren,1.0
2, mod_longpage,120, 1, 1,kamen,1.0
2, mod_longpage,120, 1, 1,keines,1.0
2, mod_longpage,120, 1, 1,kommunizieren,1.0
2, mod_longpage,120, 1, 1,kontrollieren,1.0
2, mod_longpage,120, 1, 1,leistungsfähiger,1.0
2, mod_longpage,120, 1, 1,meist,1.0
2, mod_longpage,120, 1, 1,preisgünstiger,1.0
2, mod_longpage,120, 1, 1,preiswerter,1.0
2, mod_longpage,120, 1, 1,präzisiert,1.0
2, mod_longpage,120, 1, 1,sagen,1.0
2, mod_longpage,120, 1, 1,suchen,1.0
2, mod_longpage,120, 1, 1,unentbehrlich,1.0
2, mod_longpage,120, 1, 1,unten,1.0
2, mod_longpage,120, 1, 1,untersuchen,1.0
2, mod_longpage,120, 1, 1,verändert,1.0
2, mod_longpage,120, 1, 1,vorliegenden,1.0
2, mod_longpage,120, 1, 1,vorstellbar,1.0
2, mod_longpage,120, 1, 1,wartet,1.0
2, mod_longpage,120, 1, 1,zeigt,1.0
2, mod_longpage,120, 1, 1,zumindest,1.0
2, mod_longpage,120, 1, 1,Überblick,1.0
2, mod_longpage,120, 1, 1,ÜbersetzerbauÜbersetzerbau,1.0
2, mod_longpage,120, 1, 2,Hauptspeicher Daten,60.0
2, mod_longpage,120, 1, 2,Daten dauerhaft speichern,42.0
2, mod_longpage,120, 1, 2,Hauptspeicher aktuellere Kopien,40.0
2, mod_longpage,120, 1, 2,Daten benötigt,38.0
2, mod_longpage,120, 1, 2,Hauptspeicher bezeichnet,37.0
2, mod_longpage,120, 1, 2,Daten verloren,36.0
2, mod_longpage,120, 1, 2,Daten regelmäßig,35.0
2, mod_longpage,120, 1, 2,Daten zugreift,35.0
2, mod_longpage,120, 1, 2,alte Daten überschrieben,35.0
2, mod_longpage,120, 1, 2,Hauptspeichers verloren,34.0
2, mod_longpage,120, 1, 2,benötigten Daten lauf,34.0
2, mod_longpage,120, 1, 2,gesuchten Daten,34.0
2, mod_longpage,120, 1, 2,Hauptspeichers beträgt,33.0
2, mod_longpage,120, 1, 2,Daten permanent,32.0
2, mod_longpage,120, 1, 2,Daten verlorengehen,32.0
2, mod_longpage,120, 1, 2,Hauptspeicher befinden,32.0
2, mod_longpage,120, 1, 2,Hauptspeicher geladen,32.0
2, mod_longpage,120, 1, 2,Hauptspeicher vorliegen,32.0
2, mod_longpage,120, 1, 2,gelesenen Daten,32.0
2, mod_longpage,120, 1, 2,Daten,31.0
2, mod_longpage,120, 1, 2,Datum,31.0
2, mod_longpage,120, 1, 2,Hauptspeicher vergeht,31.0
2, mod_longpage,120, 1, 2,Blöcke lesen,30.0
2, mod_longpage,120, 1, 2,Hauptspeicher einrichten,30.0
2, mod_longpage,120, 1, 2,Hauptspeicher unvermeidlich,30.0
2, mod_longpage,120, 1, 2,normalen Hauptspeicher,30.0
2, mod_longpage,120, 1, 2,Block bezeichnet,29.0
2, mod_longpage,120, 1, 2,Hauptspeicher,29.0
2, mod_longpage,120, 1, 2,Hauptspeichers,29.0
2, mod_longpage,120, 1, 2,sogenannten Erase Blocks,29.0
2, mod_longpage,120, 1, 2,Blöcke direkt zugreifen,28.0
2, mod_longpage,120, 1, 2,kompletten Block ausgeführt,28.0
2, mod_longpage,120, 1, 2,Rechner Programme,27.0
2, mod_longpage,120, 1, 2,einzelne Blöcke,27.0
2, mod_longpage,120, 1, 2,Block gelöscht,26.0
2, mod_longpage,120, 1, 2,Block gültig,23.0
2, mod_longpage,120, 1, 2,Cache gefunden,23.0
2, mod_longpage,120, 1, 2,Flashspeicher gespeicherte Programme,23.0
2, mod_longpage,120, 1, 2,Sektor enthält,23.0
2, mod_longpage,120, 1, 2,Sektoren enthalten,23.0
2, mod_longpage,120, 1, 2,hundert Sektoren bestehen,23.0
2, mod_longpage,120, 1, 2,kompletten Blocks,23.0
2, mod_longpage,120, 1, 2,Block abgenutzt,22.0
2, mod_longpage,120, 1, 2,Block stattgefunden,22.0
2, mod_longpage,120, 1, 2,Seite enthält,22.0
2, mod_longpage,120, 1, 2,Adressen kapazität,21.0
2, mod_longpage,120, 1, 2,Block,21.0
2, mod_longpage,120, 1, 2,Blocks,21.0
2, mod_longpage,120, 1, 2,Blöcke,21.0
2, mod_longpage,120, 1, 2,Speicherzelle gelesen,21.0
2, mod_longpage,120, 1, 2,bestimmten Adresse,21.0
2, mod_longpage,120, 1, 2,Cache kopiert,20.0
2, mod_longpage,120, 1, 2,CPU arbeitet Befehle,19.0
2, mod_longpage,120, 1, 2,Rechner einbauen,19.0
2, mod_longpage,120, 1, 2,Rechner eingebaut,19.0
2, mod_longpage,120, 1, 2,anfangen Programme auszuführen,19.0
2, mod_longpage,120, 1, 2,einzelne Sektoren,19.0
2, mod_longpage,120, 1, 2,sogenannten Seiten,19.0
2, mod_longpage,120, 1, 2,Adresse angesprochen,18.0
2, mod_longpage,120, 1, 2,Cache abgelegt,18.0
2, mod_longpage,120, 1, 2,Cache verfügt,18.0
2, mod_longpage,120, 1, 2,Information magnetisch gespeichert,18.0
2, mod_longpage,120, 1, 2,Rechner entfernen lässt,18.0
2, mod_longpage,120, 1, 2,Sekundärspeicher enthält,18.0
2, mod_longpage,120, 1, 2,bestimmten Sektors,18.0
2, mod_longpage,120, 1, 2,freie Seiten kopiert,18.0
2, mod_longpage,120, 1, 2,Adresse 1111111111111110,17.0
2, mod_longpage,120, 1, 2,CPU enthält,17.0
2, mod_longpage,120, 1, 2,Cache vollzogen,17.0
2, mod_longpage,120, 1, 2,Rechners geladen,17.0
2, mod_longpage,120, 1, 2,Seite bedeutet,17.0
2, mod_longpage,120, 1, 2,Speicherzelle steht,17.0
2, mod_longpage,120, 1, 2,Adresse,16.0
2, mod_longpage,120, 1, 2,Adressen,16.0
2, mod_longpage,120, 1, 2,Cache,16.0
2, mod_longpage,120, 1, 2,Computers finden,16.0
2, mod_longpage,120, 1, 2,Speicherzelle zugreifen,16.0
2, mod_longpage,120, 1, 2,Spuren gespeichert,16.0
2, mod_longpage,120, 1, 2,bearbeiten Sekundärspeicher,16.0
2, mod_longpage,120, 1, 2,erheblich längere Zugriffszeit,16.0
2, mod_longpage,120, 1, 2,flüchtiger Speicher bezeichnet,16.0
2, mod_longpage,120, 1, 2,gesuchte Sektor,16.0
2, mod_longpage,120, 1, 2,pro MByte Kapazität,16.0
2, mod_longpage,120, 1, 2,wichtige Aufgaben,16.0
2, mod_longpage,120, 1, 2,wievielen Bits bestehen,16.0
2, mod_longpage,120, 1, 2,Kopf steht anfangs,15.0
2, mod_longpage,120, 1, 2,Prozessor weiß,15.0
2, mod_longpage,120, 1, 2,Prozessors übertragen,15.0
2, mod_longpage,120, 1, 2,Rechners trennt,15.0
2, mod_longpage,120, 1, 2,Seite befindet,15.0
2, mod_longpage,120, 1, 2,Werte bestimmter Datenbits,15.0
2, mod_longpage,120, 1, 2,auszuführende Programm,15.0
2, mod_longpage,120, 1, 2,benötigten Programme,15.0
2, mod_longpage,120, 1, 2,einzeln gelesen,15.0
2, mod_longpage,120, 1, 2,konkretes Programm,15.0
2, mod_longpage,120, 1, 2,nächsten Abschnitten,15.0
2, mod_longpage,120, 1, 2,nächstes gelesen,15.0
2, mod_longpage,120, 1, 2,vernetzten Rechnern,15.0
2, mod_longpage,120, 1, 2,wichtiger Information Sicherheitskopien,15.0
2, mod_longpage,120, 1, 2,Byte enthält,14.0
2, mod_longpage,120, 1, 2,Computer eingebaut,14.0
2, mod_longpage,120, 1, 2,Kopfes nennt,14.0
2, mod_longpage,120, 1, 2,MByte pro Sekunde,14.0
2, mod_longpage,120, 1, 2,Prozessor greift,14.0
2, mod_longpage,120, 1, 2,Rechner,14.0
2, mod_longpage,120, 1, 2,Rechners,14.0
